r (m)	Te (eV)	Ti (eV)	ne (m^-3)	ni (m^-3)	nCI (m^-3)	nCII (m^-3)	nCIII (m^-3)	nCIV (m^-3)	nCV (m^-3)	nCVI (m^-3)	nCVII (m^-3)	n0 (m^-3)	pi (kPa)	p (kPa)
0.172	627.57	240.22	1.906450000E+19	1.537620721E+19	1.030149600E-02	1.967164143E+11	1.783821290E+12	4.189636966E+13	4.419864036E+15	3.460676926E+16	1.511234398E+17	1.935340000E+15	591.7846422870	3.603480000E+00
0.173	627.20	240.11	1.905420000E+19	1.536953725E+19	1.038136700E-02	1.972067837E+11	1.786620530E+12	4.205414379E+13	4.429682997E+15	3.461480456E+16	1.510087731E+17	1.942430000E+15	591.2662817739	3.594880000E+00
0.174	626.82	240.00	1.904380000E+19	1.536283180E+19	1.046153200E-02	1.976989952E+11	1.789431135E+12	4.221288587E+13	4.439669409E+15	3.462302232E+16	1.508932968E+17	1.949590000E+15	590.7450378533	3.586250000E+00
0.175	626.45	239.90	1.903340000E+19	1.535609089E+19	1.054199300E-02	1.981930579E+11	1.792253168E+12	4.237260309E+13	4.449825579E+15	3.463142487E+16	1.507770068E+17	1.956810000E+15	590.2209167654	3.577600000E+00
0.176	626.07	239.79	1.902290000E+19	1.534931453E+19	1.062275000E-02	1.986889811E+11	1.795086690E+12	4.253330273E+13	4.460153835E+15	3.464001450E+16	1.506598990E+17	1.964080000E+15	589.6939240079	3.568930000E+00
0.177	625.69	239.68	1.901230000E+19	1.534250274E+19	1.070380600E-02	1.991867744E+11	1.797931766E+12	4.269499211E+13	4.470656526E+15	3.464879345E+16	1.505419691E+17	1.971420000E+15	589.1640654904	3.560220000E+00
0.178	625.31	239.57	1.900170000E+19	1.533565555E+19	1.078516100E-02	1.996864471E+11	1.800788457E+12	4.285767863E+13	4.481336022E+15	3.465776391E+16	1.504232129E+17	1.978830000E+15	588.6313475332	3.551490000E+00
0.179	624.93	239.46	1.899110000E+19	1.532877297E+19	1.086681700E-02	2.001880088E+11	1.803656829E+12	4.302136974E+13	4.492194716E+15	3.466692803E+16	1.503036265E+17	1.986290000E+15	588.0957757153	3.542740000E+00
0.180	624.54	239.35	1.898040000E+19	1.532185502E+19	1.094877600E-02	2.006914689E+11	1.806536945E+12	4.318607297E+13	4.503235021E+15	3.467628789E+16	1.501832055E+17	1.993820000E+15	587.5573560269	3.533960000E+00
0.181	624.15	239.24	1.896960000E+19	1.531490173E+19	1.103104000E-02	2.011968371E+11	1.809428870E+12	4.335179590E+13	4.514459373E+15	3.468584555E+16	1.500619458E+17	2.001410000E+15	587.0160948679	3.525160000E+00
0.182	623.76	239.12	1.895880000E+19	1.530791311E+19	1.111360800E-02	2.017041232E+11	1.812332669E+12	4.351854618E+13	4.525870229E+15	3.469560301E+16	1.499398433E+17	2.009070000E+15	586.4719978984	3.516340000E+00
0.183	623.37	239.01	1.894790000E+19	1.530088919E+19	1.119648400E-02	2.022133368E+11	1.815248409E+12	4.368633154E+13	4.537470065E+15	3.470556220E+16	1.498168939E+17	2.016790000E+15	585.9250715713	3.507490000E+00
0.184	622.98	238.90	1.893700000E+19	1.529382999E+19	1.127966900E-02	2.027244879E+11	1.818176154E+12	4.385515977E+13	4.549261383E+15	3.471572502E+16	1.496930934E+17	2.024580000E+15	585.3753219827	3.498610000E+00
0.185	622.58	238.78	1.892600000E+19	1.528673552E+19	1.136316400E-02	2.032375861E+11	1.821115972E+12	4.402503872E+13	4.561246703E+15	3.472609330E+16	1.495684377E+17	2.032430000E+15	584.8227548729	3.489720000E+00
0.186	622.18	238.67	1.891500000E+19	1.527960581E+19	1.144697100E-02	2.037526415E+11	1.824067930E+12	4.419597633E+13	4.573428567E+15	3.473666884E+16	1.494429227E+17	2.040350000E+15	584.2673767738	3.480800000E+00
0.187	621.78	238.55	1.890390000E+19	1.527244088E+19	1.153109100E-02	2.042696642E+11	1.827032095E+12	4.436798059E+13	4.585809541E+15	3.474745336E+16	1.493165444E+17	2.048340000E+15	583.7091938609	3.471860000E+00
0.188	621.38	238.43	1.889280000E+19	1.526524074E+19	1.161552500E-02	2.047886641E+11	1.830008535E+12	4.454105957E+13	4.598392209E+15	3.475844854E+16	1.491892985E+17	2.056390000E+15	583.1482119542	3.462900000E+00
0.189	620.98	238.31	1.888160000E+19	1.525800543E+19	1.170027700E-02	2.053096513E+11	1.832997318E+12	4.471522141E+13	4.611179180E+15	3.476965600E+16	1.490611810E+17	2.064510000E+15	582.5844380461	3.453920000E+00
0.190	620.57	238.20	1.887030000E+19	1.525073496E+19	1.178534600E-02	2.058326362E+11	1.835998514E+12	4.489047431E+13	4.624173080E+15	3.478107729E+16	1.489321879E+17	2.072700000E+15	582.0178780088	3.444920000E+00
0.191	620.16	238.08	1.885900000E+19	1.524342935E+19	1.187073500E-02	2.063576289E+11	1.839012192E+12	4.506682657E+13	4.637376561E+15	3.479271394E+16	1.488023151E+17	2.080960000E+15	581.4485381229	3.435890000E+00
0.192	619.75	237.96	1.884760000E+19	1.523608863E+19	1.195644600E-02	2.068846397E+11	1.842038422E+12	4.524428654E+13	4.650792293E+15	3.480456738E+16	1.486715586E+17	2.089290000E+15	580.8764250764	3.426850000E+00
0.193	619.34	237.84	1.883620000E+19	1.522871281E+19	1.204247900E-02	2.074136791E+11	1.845077274E+12	4.542286266E+13	4.664422969E+15	3.481663900E+16	1.485399142E+17	2.097690000E+15	580.3015448205	3.417780000E+00
0.194	618.93	237.72	1.882480000E+19	1.522130191E+19	1.212883700E-02	2.079447576E+11	1.848128819E+12	4.560256343E+13	4.678271303E+15	3.482893014E+16	1.484073780E+17	2.106160000E+15	579.7239037140	3.408700000E+00
0.195	618.51	237.59	1.881320000E+19	1.521385597E+19	1.221552000E-02	2.084778856E+11	1.851193128E+12	4.578339744E+13	4.692340030E+15	3.484144207E+16	1.482739460E+17	2.114700000E+15	579.1435089032	3.399600000E+00
0.196	618.09	237.47	1.880170000E+19	1.520637499E+19	1.230253200E-02	2.090130737E+11	1.854270274E+12	4.596537334E+13	4.706631906E+15	3.485417599E+16	1.481396142E+17	2.123320000E+15	578.5603660365	3.390470000E+00
0.197	617.67	237.35	1.879000000E+19	1.519885901E+19	1.238987300E-02	2.095503327E+11	1.857360329E+12	4.614849987E+13	4.721149709E+15	3.486713306E+16	1.480043785E+17	2.132010000E+15	577.9744823110	3.381330000E+00
0.198	617.25	237.23	1.877830000E+19	1.519130804E+19	1.247754500E-02	2.100896732E+11	1.860463365E+12	4.633278585E+13	4.735896237E+15	3.488031438E+16	1.478682351E+17	2.140770000E+15	577.3858638080	3.372170000E+00
0.199	616.83	237.10	1.876660000E+19	1.518372211E+19	1.256555000E-02	2.106311061E+11	1.863579457E+12	4.651824018E+13	4.750874310E+15	3.489372096E+16	1.477311799E+17	2.149600000E+15	576.7945173947	3.362990000E+00
0.200	616.40	236.98	1.875480000E+19	1.517610123E+19	1.265389000E-02	2.111746423E+11	1.866708678E+12	4.670487182E+13	4.766086768E+15	3.490735377E+16	1.475932091E+17	2.158510000E+15	576.2004492040	3.353800000E+00
0.201	615.97	236.85	1.874300000E+19	1.516844544E+19	1.274256500E-02	2.117202926E+11	1.869851103E+12	4.689268983E+13	4.781536473E+15	3.492121372E+16	1.474543186E+17	2.167490000E+15	575.6036665337	3.344590000E+00
0.202	615.54	236.72	1.873100000E+19	1.516075476E+19	1.283157900E-02	2.122680681E+11	1.873006806E+12	4.708170335E+13	4.797226307E+15	3.493530165E+16	1.473145047E+17	2.176550000E+15	575.0041759469	3.335360000E+00
0.203	615.11	236.60	1.871910000E+19	1.515302920E+19	1.292093200E-02	2.128179799E+11	1.876175864E+12	4.727192159E+13	4.813159172E+15	3.494961834E+16	1.471737635E+17	2.185690000E+15	574.4019836531	3.326110000E+00
0.204	614.68	236.47	1.870710000E+19	1.514526879E+19	1.301062600E-02	2.133700392E+11	1.879358352E+12	4.746335386E+13	4.829337992E+15	3.496416450E+16	1.470320910E+17	2.194900000E+15	573.7970966459	3.316850000E+00
0.205	614.24	236.34	1.869500000E+19	1.513747356E+19	1.310066400E-02	2.139242571E+11	1.882554348E+12	4.765600955E+13	4.845765712E+15	3.497894079E+16	1.468894834E+17	2.204190000E+15	573.1895219433	3.307570000E+00
0.206	613.80	236.21	1.868290000E+19	1.512964353E+19	1.319104600E-02	2.144806451E+11	1.885763928E+12	4.784989812E+13	4.862445296E+15	3.499394778E+16	1.467459370E+17	2.213560000E+15	572.5792662095	3.298270000E+00
0.207	613.36	236.08	1.867070000E+19	1.512177872E+19	1.328177500E-02	2.150392144E+11	1.888987170E+12	4.804502912E+13	4.879379729E+15	3.500918600E+16	1.466014478E+17	2.223010000E+15	571.9663361339	3.288960000E+00
0.208	612.92	235.95	1.865850000E+19	1.511387915E+19	1.337285200E-02	2.155999767E+11	1.892224153E+12	4.824141221E+13	4.896572016E+15	3.502465591E+16	1.464560122E+17	2.232530000E+15	571.3507384310	3.279640000E+00
0.209	612.48	235.82	1.864620000E+19	1.510594486E+19	1.346428000E-02	2.161629432E+11	1.895474955E+12	4.843905711E+13	4.914025182E+15	3.504035790E+16	1.463096264E+17	2.242140000E+15	570.7324805963	3.270300000E+00
0.210	612.03	235.68	1.863390000E+19	1.509797586E+19	1.355605900E-02	2.167281258E+11	1.898739656E+12	4.863797364E+13	4.931742272E+15	3.505629229E+16	1.461622866E+17	2.251830000E+15	570.1115690155	3.260940000E+00
0.211	611.58	235.55	1.862150000E+19	1.508997219E+19	1.364819200E-02	2.172955361E+11	1.902018336E+12	4.883817171E+13	4.949726353E+15	3.507245935E+16	1.460139892E+17	2.261600000E+15	569.4880112328	3.251570000E+00
0.212	611.13	235.42	1.860910000E+19	1.508193386E+19	1.374068100E-02	2.178651859E+11	1.905311076E+12	4.903966132E+13	4.967980509E+15	3.508885927E+16	1.458647304E+17	2.271450000E+15	568.8618136838	3.242190000E+00
0.213	610.68	235.28	1.859660000E+19	1.507386091E+19	1.383352700E-02	2.184370869E+11	1.908617957E+12	4.924245254E+13	4.986507845E+15	3.510549219E+16	1.457145066E+17	2.281380000E+15	568.2329839607	3.232800000E+00
